date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:52	20760/20760	---M--	200	added ('OK')	application/font-woff2	etag:%225118-63521fcfe96c0%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	(from http://localhost/ecom_test/)
21:05:55	34328/34328	---M--	200	added ('OK')	application/font-woff2	etag:%228618-63521fd0dd900%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	(from http://localhost/ecom_test/)
21:05:56	4468/4468	---M--	200	added ('OK')	application/font-woff2	etag:%221174-63521f8a4b280%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	(from http://localhost/ecom_test/)
21:05:56	24576/24576	---M--	200	added ('OK')	application/font-woff2	etag:%226000-63521f8957040%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	(from http://localhost/ecom_test/)
21:05:56	39456/39456	---M--	200	added ('OK')	application/font-woff2	etag:%229a20-63521f8957040%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	(from http://localhost/ecom_test/)
21:05:59	18800/18800	---M--	200	added ('OK')	application/font-woff2	etag:%224970-63521f8a4b280%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	(from http://localhost/ecom_test/)
21:06:00	22288/22288	---M--	200	added ('OK')	application/font-woff2	etag:%225710-63521f8b3f4c0%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	(from http://localhost/ecom_test/)
21:06:01	13888/13888	---M--	200	added ('OK')	application/font-woff2	etag:%223640-63521f8c33700%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	(from http://localhost/ecom_test/)
21:06:02	1509343/1509343	---MC-	200	added ('OK')	application/json	date:Wed,%2021%20May%202025%2013:02:09%20GMT	http://localhost/ecom_test/wp-json/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-json/index.html	(from http://localhost/ecom_test/)
21:06:03	44336/44336	---M--	200	added ('OK')	application/font-woff2	etag:%22ad30-63521f8b3f4c0%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	(from http://localhost/ecom_test/)
21:06:05	28536/28536	---M--	200	added ('OK')	application/font-woff2	etag:%226f78-63521f8c33700%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	(from http://localhost/ecom_test/)
21:06:06	4340/4340	---M--	200	added ('OK')	application/font-woff2	etag:%2210f4-63521faf7ca40%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	(from http://localhost/ecom_test/)
21:06:07	22796/22796	---M--	200	added ('OK')	application/font-woff2	etag:%22590c-63521fae88800%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	(from http://localhost/ecom_test/)
21:06:08	35568/35568	---M--	200	added ('OK')	application/font-woff2	etag:%228af0-63521fae88800%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	(from http://localhost/ecom_test/)
21:06:08	44192/44192	---M--	200	added ('OK')	application/font-woff2	etag:%22aca0-63521f8d27940%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	(from http://localhost/ecom_test/)
21:06:08	17628/17628	---M--	200	added ('OK')	application/font-woff2	etag:%2244dc-63521faf7ca40%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	(from http://localhost/ecom_test/)
21:06:11	13004/13004	---M--	200	added ('OK')	application/font-woff2	etag:%2232cc-63521fb164ec0%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	(from http://localhost/ecom_test/)
21:06:11	20408/20408	---M--	200	added ('OK')	application/font-woff2	etag:%224fb8-63521fb070c80%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	(from http://localhost/ecom_test/)
21:06:12	205/205	---M-Z	200	added ('OK')	text/css	etag:%227f-6353cae9b7f00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/1aed6e10b4078d18b3fbdd428dff7575.cd.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/1aed6e10b4078d18b3fbdd428dff7575.cd.css	(from http://localhost/ecom_test/)
21:06:12	50/50	---M-Z	200	added ('OK')	text/css	etag:%2242-6353cae9b7f00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/087a97f2583855f8909d61f63886a761.32.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/087a97f2583855f8909d61f63886a761.32.css	(from http://localhost/ecom_test/)
21:06:12	124/124	---M-Z	200	added ('OK')	text/css	etag:%2268-6353cae9b7f00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/7e7e04721ae045445818287bcc04dd40.7c.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/7e7e04721ae045445818287bcc04dd40.7c.css	(from http://localhost/ecom_test/)
21:06:12	237/237	---M-Z	200	added ('OK')	text/css	etag:%2296-6353cae9b7f00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/249a3cbe38edb0f12a510e99120b943e.ed.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/249a3cbe38edb0f12a510e99120b943e.ed.css	(from http://localhost/ecom_test/)
21:06:13	169/169	---M-Z	200	added ('OK')	text/css	etag:%227b-6353cae9b7f00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d97037189ec1434a885009a6788da172.a9.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d97037189ec1434a885009a6788da172.a9.css	(from http://localhost/ecom_test/)
21:06:13	40572/40572	---M--	200	added ('OK')	application/font-woff2	etag:%229e7c-63521fb070c80%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	(from http://localhost/ecom_test/)
21:06:13	26428/26428	---M--	200	added ('OK')	application/font-woff2	etag:%22673c-63521fb164ec0%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	(from http://localhost/ecom_test/)
21:06:13	206/206	---M-Z	200	added ('OK')	text/css	etag:%227c-6353cae9b7f00%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/5b247d952c41ec7ca3ed7ae69a501815.ce.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/5b247d952c41ec7ca3ed7ae69a501815.ce.css	(from http://localhost/ecom_test/)
21:06:13	149/149	---M-Z	200	added ('OK')	text/css	etag:%2283-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/6d6a6ec6b26fc16febae6c942bef4a1d.95.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/6d6a6ec6b26fc16febae6c942bef4a1d.95.css	(from http://localhost/ecom_test/)
21:06:13	49/49	---M-Z	200	added ('OK')	text/css	etag:%2245-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d8fa699e72d5147e97b3abd574699fce.31.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/d8fa699e72d5147e97b3abd574699fce.31.css	(from http://localhost/ecom_test/)
21:06:14	1209/1209	---M-Z	200	added ('OK')	text/css	etag:%22175-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/23c12632bc61fa6887090ac423f2498e.4b9.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/23c12632bc61fa6887090ac423f2498e.4b9.css	(from http://localhost/ecom_test/)
21:06:14	40128/40128	---M--	200	added ('OK')	application/font-woff2	etag:%229cc0-63521fb259100%22	http://localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	(from http://localhost/ecom_test/)
21:06:14	540/540	---M-Z	200	added ('OK')	text/css	etag:%22f9-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/055e647f9fb83c24aeccf41fa6f322fb.21c.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/055e647f9fb83c24aeccf41fa6f322fb.21c.css	(from http://localhost/ecom_test/)
21:06:14	314/314	---M-Z	200	added ('OK')	text/css	etag:%22ac-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/66ff047f4dd1ec68a31636c1419295c6.13a.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/66ff047f4dd1ec68a31636c1419295c6.13a.css	(from http://localhost/ecom_test/)
21:06:14	152/152	---M-Z	200	added ('OK')	text/css	etag:%2269-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/61555f1502b8c210841a8269c43041bf.98.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/61555f1502b8c210841a8269c43041bf.98.css	(from http://localhost/ecom_test/)
21:06:15	128/128	---M-Z	200	added ('OK')	text/css	etag:%2273-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/ecb583d0aabb9b3dea7ca3ce8b1fd93f.80.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/ecb583d0aabb9b3dea7ca3ce8b1fd93f.80.css	(from http://localhost/ecom_test/)
21:06:15	520/520	---M-Z	200	added ('OK')	text/css	etag:%22d1-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/944cc1105f417a9dabfddc0c57079b7a.208.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/944cc1105f417a9dabfddc0c57079b7a.208.css	(from http://localhost/ecom_test/)
21:06:15	255/255	---M-Z	200	added ('OK')	text/css	etag:%228c-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/b8f0a25484c53178d2d866dd99fe9ac4.ff.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/b8f0a25484c53178d2d866dd99fe9ac4.ff.css	(from http://localhost/ecom_test/)
21:06:15	58/58	---M-Z	200	added ('OK')	text/css	etag:%224e-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/5a96ca46a4613789749e08682f20efb6.3a.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/5a96ca46a4613789749e08682f20efb6.3a.css	(from http://localhost/ecom_test/)
21:06:15	377/377	---M-Z	200	added ('OK')	text/css	etag:%22a5-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/9b205ca30234263fa79aed221f66c4da.179.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/9b205ca30234263fa79aed221f66c4da.179.css	(from http://localhost/ecom_test/)
21:06:16	832/832	---M-Z	200	added ('OK')	text/css	etag:%22100-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/1a219adfd099b6da33ceafc5e46a31ca.340.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/1a219adfd099b6da33ceafc5e46a31ca.340.css	(from http://localhost/ecom_test/)
21:06:16	74/74	---M-Z	200	added ('OK')	text/css	etag:%224c-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/a09cd868f4ff31f483d91b5de9b379da.4a.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/a09cd868f4ff31f483d91b5de9b379da.4a.css	(from http://localhost/ecom_test/)
21:06:16	68/68	---M-Z	200	added ('OK')	text/css	etag:%2240-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/847c4cffc3a05285ef5cb633eb609e0b.44.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/847c4cffc3a05285ef5cb633eb609e0b.44.css	(from http://localhost/ecom_test/)
21:06:16	12062/12062	---M-Z	200	added ('OK')	text/css	etag:%228ff-6353caeaac140%22	http://localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/9c22884ae710799bf0c7f42701629953.2f1e.css	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/cache/seraphinite-accelerator/s/m/d/css/9c22884ae710799bf0c7f42701629953.2f1e.css	(from http://localhost/ecom_test/)
21:06:17	501646/501646	---M-Z	200	added ('OK')	text/html	etag:%22768385b1bfcf66a1582b36102618edb0%22	http://localhost/ecom_test/about-us/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/about-us/index.html	(from http://localhost/ecom_test/)
21:06:19	258363/258363	---M-Z	200	added ('OK')	text/html	etag:%22857c0f989f783cac81c6c2d31f5d2fa2%22	http://localhost/ecom_test/blog/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/blog/index.html	(from http://localhost/ecom_test/)
21:06:20	306626/306626	---M-Z	200	added ('OK')	text/html	etag:%22c1d6a903c77cce0053cf9366bcafe868%22	http://localhost/ecom_test/cart/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/cart/index.html	(from http://localhost/ecom_test/)
21:06:22	501443/501443	---M-Z	200	added ('OK')	text/html	etag:%22a3064364277e86052a5b7e306f86edc4%22	http://localhost/ecom_test/contact-us/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/contact-us/index.html	(from http://localhost/ecom_test/)
21:06:23	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2021%20May%202025%2013:06:20%20GMT	http://localhost/ecom_test/checkout/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/checkout/index.html	(from http://localhost/ecom_test/)
21:06:24	241588/241588	---M-Z	200	added ('OK')	text/html	etag:%22fed3835789b287ba5ac034a148315f5c%22	http://localhost/ecom_test/my-account/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/my-account/index.html	(from http://localhost/ecom_test/)
21:06:26	233954/233954	---M-Z	200	added ('OK')	text/html	etag:%226759e6bb5ca521a100433298272c405f%22	http://localhost/ecom_test/shop/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/shop/index.html	(from http://localhost/ecom_test/)
21:06:36	92205/92205	---M--	200	added ('OK')	image/png	etag:%221682d-6352225e21e40%22	http://localhost/ecom_test/wp-content/uploads/2025/05/Basketball-Sport-Shoes.H03.2k.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/Basketball-Sport-Shoes.H03.2k.png	(from http://localhost/ecom_test/)
21:06:37	156310/156310	---M--	200	added ('OK')	image/png	etag:%2226296-6353696a27800%22	http://localhost/ecom_test/wp-content/uploads/2025/05/Generic-Basketball.H03.2k-1.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/Generic-Basketball.H03.2k-1.png	(from http://localhost/ecom_test/)
21:06:41	64118/64118	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2021%20May%202025%2013:06:36%20GMT	http://localhost/ecom_test/?page_id=3	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/index3b72.html	(from http://localhost/ecom_test/)
21:06:41	235002/235002	---M-Z	200	added ('OK')	text/html	etag:%22b5707c34a2bb8968e0a791d34ba775c8%22	http://localhost/ecom_test/product/original-basketball-shoes/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/product/original-basketball-shoes/index.html	(from http://localhost/ecom_test/)
21:06:42	101438/101438	---M--	200	added ('OK')	image/png	etag:%2218c3e-6352227505440%22	http://localhost/ecom_test/wp-content/uploads/2025/05/Shoes-White.H03.2k.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/Shoes-White.H03.2k.png	(from http://localhost/ecom_test/)
21:06:46	57518/57518	---M--	200	added ('OK')	image/png	etag:%22e0ae-6352228a005c0%22	http://localhost/ecom_test/wp-content/uploads/2025/05/Running-Shoes.H03.2k.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/Running-Shoes.H03.2k.png	(from http://localhost/ecom_test/)
21:06:46	119846/119846	---M--	200	added ('OK')	image/png	etag:%221d426-63522264cee00%22	http://localhost/ecom_test/wp-content/uploads/2025/05/Male-Sneakers.H03.2k.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/Male-Sneakers.H03.2k.png	(from http://localhost/ecom_test/)
21:06:49	149382/149382	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:06:42%20GMT	http://localhost/ecom_test/?add-to-cart=188	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/index73e6.html	(from http://localhost/ecom_test/)
21:06:51	91363/91363	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:06:47%20GMT	http://localhost/ecom_test/product/white-sneaker-shoes/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/product/white-sneaker-shoes/index.html	(from http://localhost/ecom_test/)
21:06:58	149384/149384	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:06:49%20GMT	http://localhost/ecom_test/?add-to-cart=187	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/index5687.html	(from http://localhost/ecom_test/)
21:07:02	124885/124885	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:06:58%20GMT	http://localhost/ecom_test/product/black-running-shoes/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/product/black-running-shoes/index.html	(from http://localhost/ecom_test/)
21:07:06	156310/156310	---M--	200	added ('OK')	image/png	etag:%2226296-6352228447840%22	http://localhost/ecom_test/wp-content/uploads/2025/05/Generic-Basketball.H03.2k.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/Generic-Basketball.H03.2k.png	(from http://localhost/ecom_test/)
21:07:10	92826/92826	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:07:06%20GMT	http://localhost/ecom_test/product/basketball-on-amazon/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/product/basketball-on-amazon/index.html	(from http://localhost/ecom_test/)
21:07:14	158428/158428	---M--	200	added ('OK')	image/jpeg	etag:%2226adc-63522260fe500%22	http://localhost/ecom_test/wp-content/uploads/2025/05/handsome-young-man-cycling-on-the-road-2022-12-15-18-18-17-utc-1.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/handsome-young-man-cycling-on-the-road-2022-12-15-18-18-17-utc-1.jpg	(from http://localhost/ecom_test/)
21:07:18	94989/94989	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:07:14%20GMT	http://localhost/ecom_test/product/cycling-guide/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/product/cycling-guide/index.html	(from http://localhost/ecom_test/)
21:07:27	95546/95546	---M--	200	added ('OK')	image/png	etag:%221753a-6352849c6e740%22	http://localhost/ecom_test/wp-content/uploads/2025/05/lamp-3-2-removebg-preview.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/lamp-3-2-removebg-preview.png	(from http://localhost/ecom_test/)
21:07:33	149384/149384	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:07:27%20GMT	http://localhost/ecom_test/?add-to-cart=169	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/index939e.html	(from http://localhost/ecom_test/)
21:07:47	268115/268115	---M--	200	added ('OK')	image/jpeg	etag:%2241753-635222816b180%22	http://localhost/ecom_test/wp-content/uploads/2025/05/cropped-image-of-basketball-player-playing-basketb-2022-12-16-20-45-01-utc-3.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/cropped-image-of-basketball-player-playing-basketb-2022-12-16-20-45-01-utc-3.jpg	(from http://localhost/ecom_test/)
21:07:50	84712/84712	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20May%202025%2013:07:47%20GMT	http://localhost/ecom_test/product/coaching-session/	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/product/coaching-session/index.html	(from http://localhost/ecom_test/)
21:07:54	21141/21141	---M--	200	added ('OK')	image/png	etag:%225295-63522267ab4c0%22	http://localhost/ecom_test/wp-content/uploads/2025/05/navaro-black-1-1024x181.png	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/navaro-black-1-1024x181.png	(from http://localhost/ecom_test/)
21:07:57	244750/244750	---M--	200	added ('OK')	image/jpeg	etag:%223bc0e-635222825f3c0%22	http://localhost/ecom_test/wp-content/uploads/2025/05/female-hiker-hiking-the-peak-of-the-mountain-enjoy-2023-01-07-03-03-22-utc-1-3.jpg	C:/myproject/ecom_test_static/ecom_test_static/localhost/ecom_test/wp-content/uploads/2025/05/female-hiker-hiking-the-peak-of-the-mountain-enjoy-2023-01-07-03-03-22-utc-1-3.jpg	(from http://localhost/ecom_test/)
